Päivämäärä,Käyttäjätunnus,Aihe,Twiitti,Suodatettu_Twiitti,Twiitti_englanniksi,Tunneluku,Tunneluokka
2022-12-22,StinaMargaretha,A3,"@SprucePlywood @MartinPaasi @jmkorhonen Jutussa puhutaan *potilaskäynnistä"". Onkohan huomioitu etävastaanotto? Korona tietysti muutenkin vaikeuttaa vertailua",@spruceplywood @martinpaasi @jmkorhonen jutussa puhua potilaskäynni onkohan huomioida etävastaanotto korona tietysti muuten vaikeuttaa vertailu,"@spruceplywood @martinpaasi @jmkorhonen the article talks about a *patient visit"". has remote reception been taken into account? of course, the corona makes it difficult to compare anyway",-0.3612,neutraali
2022-12-23,AJuntumaa,A3,"@HolmalahtiJussi Tämän tästä tulee vastaan tapauksia, jollaisista hakeudutaan etävolle ja jotka siellä todennäköisesti koetettaisiin hoitaa, mutta lähivastaanotto paljastaakin diagnostiikan haastavuuden. Etävastaanotto vaatii lääkärin koulutuksellakin vahvan kliinisen harjaannuksen.",@holmalahtijussi tulla vastaan tapaus jollaisista hakeudutaan etävolle siellä todennäköisesti koetettaisiin hoitaa lähivastaanotto diagnostiika haastavuuden etävastaanotto vaatia lääkäri koulutuksellakin vahva kliininen harjaannuknen,"@holmalahtijussi this is where we come across cases of the kind that are applied for remotely and that would probably be tried to be treated there, but the local reception reveals the challenge of diagnostics. even with a doctor's training, remote reception requires strong clinical training.",0.7964,positiivinen
2022-12-23,SoikkaCOM,A3,"@fenniaturvaa Hei! Tässä tapauksessa tarvitsimme todistuksen että emme pääse matkalle. Todistus oli sairaanhoitajalta, piti käydä lääkärin (etä)vastaanotolla.

Onko lääkärin etävastaanotto parempi kuin hoitajan vastaanotto? 

No onneksi Suomessa ei ole lääkäripul… eiku! #byrokratia",@fenniaturvaa tapaus tarvitsimme todistus päästä matka todistus sairaanhoitaja käydä lääkäri etä vastaanotto lääkäri etävastaanotto hyvä hoitaja vastaanotto onneksi suomi lääkäripul eiku byrokratia,"@fenniaturvaa hello! in this case, we needed a certificate that we can't make the trip. the certificate was from a nurse, you had to visit a doctor's office (remotely).

is a remote doctor's appointment better than a nurse's appointment?

fortunately, there is no doctor's shortage in finland... no! #bureaucracy",-0.4738,negatiivinen
2022-12-30,KKangasmaki,A3,"Viimeinen työpäivä (tai oikeastaan ilta) @Eksote’lla oli hauska ja erilainen! Ensi vuonna @EtelaKarjalaHVA somessa näette, mitä tänään puuhattiin! 

#sneakpeek #etävastaanotto #ekhva #etelakarjalanhyvinvointialue #KestavaKasvu https://t.co/TQIqRzIZZK",viimeinen työpäivä oikeastaan ilta lla hauska erilainen ensi vuosi some näette tänään puuhattiin sneakpeek etävastaanotto ekhva etelakarjalanhyvinvointialue kestavakasvu _ url _,"the last working day (or actually evening) at @eksote was fun and different! next year on @etelakarjalahva social media you will see what was done today!

#sneakpeek #etelavastaanotto #ekhva #etelakarjalanhyvinvointalue #kestavagasvu https://t.co/tqiqrzizzk",0.5972,positiivinen
2023-01-05,Gustafss1Jarkko,A3,@Kaleva_fi Ei ole etävastaanotto millään tavoin rinnastettavissa oikean lääkärin lähikontaktiin..? Ihminen pakotetaan tähän kun ei ole vaihtoehtoja?!,@kaleva_fi etävastaanotto tapa rinnastettavissa oikea lääkäri lähikontakti ihminen pakottaa olla vaihtoehto,@kaleva_fi remote reception is in no way comparable to close contact with a real doctor..? a person is forced to do this when there are no alternatives?!,-0.7936,negatiivinen
2023-01-19,MTulander,A3,@arto_melaranta Mulle lääkäri ei edes sanonut mitään kun oli etävastaanotto (puhelimitse). Huomasin vaan että reseptiä ei oltu uusittu. Vaikka se reseptien uusiminen oli koko homman pointti. Lääkäri taisi loukkaantua kun hän alkoi puhua ihan toisesta sairaudestani ja esiintyä asiantuntijana 1/,@arto_melaranta lääkäri edes sanoa etävastaanotto puhelimitse huomata vaan resepti uusita resepta uusiminen koko homma pointti lääkäri loukkaantua alkaa puhua ihan toinen sairaudesta esiintyä asiantuntija,@arto_melaranta the doctor didn't even say anything to me when it was a remote appointment (by phone). i just noticed that the recipe had not been renewed. although renewing the recipes was the point of the whole thing. i think the doctor was hurt when he started talking about my completely different illness and pretending to be an expert 1/,-0.7165,negatiivinen
2023-01-23,heikkiha,A3,"@MKallavuo @TSelkl @mkoivuka @Pasisillanp Toisaalta perusterveille riittää akuuttiin ongelmaan yleensä ensimmäiseksi kontaktiksi etävastaanotto, jonka ei tarvitse olla edes omassa kaupungissa, eivätkä he tarvitse omalääkäreitä. 

Sote-uudistus ei kuitenkaan auta optimoimaan näitä palvelun tuotantohaasteita.",@tselkl @mkoivuka @pasisillanp toisaalta perusterveille riittää akuuttiin ongelma yleensä ensimmäinen kontaktiksi etävastaanotto edes oma kaupunki tarvita omalääkäreitä soteuudistus kuitenkaan auttaa optimoimaan palvelu tuotantohaase,"@mkallavuo @tselkl @mkoivuka @pasisillanp on the other hand, for primary health care, for an acute problem, a remote reception is usually enough as the first contact, which doesn't even have to be in their own city, and they don't need private doctors.

however, the sote reform does not help to optimize these service production challenges.",0.0294,neutraali
2023-01-30,HotusFI,A3,"Mitä asioita tulee huomioida toteutettaessa pitkäaikaissairautta sairastavan ohjausta etäyhteydellä? 

Lue uusi Hotus-#hoitosuositus® -lyhennelmä täältä ➡️https://t.co/WhZPaNlzBF

#omahoito #ohjaus #pitkäaikaissairaus #etäyhteys #etäohjaus #etävastaanotto https://t.co/LrSYn7KTir",asia tulla huomioida toteutettaessa pitkäaikaissairautta sairastava ohjaus etäyhteyde lukea uusi hotus-#hoitosuositus ® lyhennelmä täältä _ emoji_️_url _ omahoito ohjaus pitkäaikaissairaus etäyhteys etäohjaus etävastaanotto _ url _,"what issues should be taken into account when implementing remote guidance for a patient with a long-term illness?

read the new hotus #hoitosuositus® acronym here ➡️https://t.co/whzpanlzbf

#omahoito #control #long-term illness #remote connection #remote control #remote reception https://t.co/lrsyn7ktir",-0.6597,negatiivinen
2023-02-08,KotilaJaana,A3,@Terveyskyla_fi Päivystyksen etävastaanotto avuksi. Aina ei fyysisesti tarvitse lähteä paikalle. Potilasvalinta on avain! https://t.co/JXJ2ke6Maa,@terveyskyla_fi päivystyknen etävastaanotto apu aina fyysisesti lähteä paikka potilasvalinta avain _ url _,@terveyskyla_fi emergency room remote reception for help. you don't always have to physically go there. patient selection is the key! https://t.co/jxj2ke6maa,0.1007,neutraali
2023-02-25,MarkkuPatynen,A3,"@Kantapalvelut Mitenkäs tuollaisen Omakanta-sovelluksen saa? Maisa kyllä on, samoin Maisan etävastaanotto, mutta Omakanta-nimistä sovellusta ei tuntuisi löytyvän ainakaan Google Play Kaupasta. Mahtaako kyseessä olla jonkinlainen web-app?",@kantapalvela mitenkäs tuollainen omakanta-sovelluksen saada maisa kyllä samoin maisa etävastaanotto omakanta-nimistä sovellu tuntua löytyä ainakaan google play kaupa mahtaako kyse jonkinlainen web-app,"@kantapalvelut how do you get such an omakanta application? maisa does have it, as well as maisa's remote reception, but the application called omakanta doesn't seem to be found at least in the google play store. could it be some kind of web app?",0.6136,positiivinen
2023-03-07,dogetalist,A3,Businesses have IoT are ripe for case Silta Oy etävastaanotto alkaa to use corporate strategy. #digitalist,businesses have iot are ripe for silta oy etävastaanotto alkaa to use corporate strategy digitalist,businesses have iot are ripe for case silta oy etävastaanotto alkaa to use corporate strategy. #digitalist,0.0,neutraali
2023-03-07,MarjaMorri,A3,"@Stefu60 Stefu, eka pitää hoitaa entiset sairaat puhumattakaan jonoista joita yritetään purkaa, yritetään. 😂Tämä asia koskettaa ei vaan minua vaan tuhansia muita. Mulle jo etävastaanotto tulossa.😑",@stefu60 stefu eka hoitaa entinen sairaat puhua jonoinen yrittää purkaa yrittää _ asia koskettaa vaan jo etävastaanotto tulossa._emoji _,"@stefu60 stefu, first you have to take care of the former patients, not to mention the queues that are trying to be broken, we are trying. 😂this thing affects not only me but thousands of others. i already have a remote reception coming up.😑",0.0129,neutraali
2023-03-07,VilenJenni,A3,"@RTyolajarvi Etäpalvelut on tulleet jäädäkseen. Ehdottomasti tätä lisää julkiselle puolelle. Näin perussairaalle etävastaanotto on pelastus joihinkin tilanteisiin. Varmasti myös heille joille kulkeminen terveydenhuoltoon hankalaa. Itsellä kokemusta etäpalvelusta, suosittelen ehdottomasti❗",@rtyolajarvi etäpalvelut tulla jäädäknen ehdottomasti lisää julkinen puoli näin perussairaa etävastaanotto pelastus tilanteisiin varmasti myös kulkeminen terveydenhuolto hankala itsellä kokemus etäpalvelu suositella ehdottomasti_emoji _,"@rtyolajarvi remote services are here to stay. definitely add this to the public side. in this way, for the basic hospital, remote reception is a salvation in some situations. certainly also for those who find it difficult to get to healthcare. i have experience with remote service myself, i definitely recommend it❗",0.7783,positiivinen
2023-03-21,MariaVirtanen92,A3,@alasaarela Lääkärin etävastaanotto julkisella puolella on kusetus. Kouluttamaton it-tuki ohjaa hoitajalle joka ilmoittaa että aikoja lääkärille ei ole tarjota ja soita päivystykseen jos hoitoa haluat. Kyseessä ei ole mikään muu kuin jononpurkukusetus.,@alasaarela lääkär etävastaanotto julkinen puoli kusetus kouluttamato it-tuki ohjata hoitajalle ilmoittaa aika lääkäri tarjota soittaa päivysty hoito haluta kyse jononpurkukusetus,@alasaarela the remote reception of a doctor on the public side is fucked up. the untrained it support directs you to the nurse who informs you that there are no appointments available for the doctor and to call the emergency room if you want treatment. it is nothing more than a queue-busting procedure.,-0.7351,negatiivinen
2023-03-21,PerttiHenriksso,A3,"@pvesterbacka @alasaarela Ymmärryksen puute, mitä digitalisaatiolla tarkoitetaan. Ei se etävastaanotto ole ainoa asia. Sisäisiä prosesseja suoraviivaistamalla digit avulla, vapautetaan työntekijälle aikaa, suorittaa sitä ensisijaista työtehtäväänsä, mikä väistämättä nopeuttaa ja parantaa palvelua.",@pvesterbacka @alasaarela ymmärrys puute digitalisaatio tarkoittaa etävastaanotto asia sisäisiä prosessi suoraviivaistamalla digit apu vapautetaan työntekijä aika suorittaa ensisijainen työtehtävää väistämättä nopeutdata parantaa palvelu,"@pvesterbacka @alasaarela lack of understanding of what digitalization means. the remote reception is not the only thing. by streamlining internal processes with the help of digital, time is freed up for the employee to carry out his primary job, which inevitably speeds up and improves the service.",0.7096,positiivinen
2023-03-21,kaarnanen,A3,"@RosvallSatu @LaitinenArja Etävastaanotto on hyvä mutta ei sinänsä ole varsinainen teknologinen helpotus, korvaa usein vain käynnin. On jopa raskaampi koska puuttuu se inhimillinen läsnäolo.",@rosvallsatu @laitinenarja etävastaanotto hyvä sinänsä varsinainen teknologinen helpotus korvata usein vain käynti jopa rasas puuttua inhimillinen läsnäolo,"@rosvallsatu @laitinenarja remote reception is good but in itself is not a real technological relief, it often just replaces a visit. it's even heavier because the human presence is missing.",-0.6347,negatiivinen
2023-03-23,miikaaulio,A3,@JariParantainen Etävastaanotto on ihan parasta.,@jariparantainen etävastaanotto ihan hyvä,@jariparantainen remote reception is the best.,0.6369,positiivinen
2023-03-24,mkoivuka,A3,"@MikkoTiihonen @JariParantainen Jutussa mainitaan ""etävastaanotto"" vaihtoehtona puhelinasioinnille, eli ilmeisesti oli lomakkeita ym jota potilas itse käyttää

Tuossa olisi potentiaalia paljonkin, kunhan, kuten viittaat, se stemmaa sen varsinaisen hoitotyön kanssa

F2F:aa ei noin vain korvaa, tietenkään",@mikkotiihonen @jariparantainen jutussa mainita etävastaanotto vaihtoehto puhelinasioinni ilmeisesti lomake ym potilas itse käyttää tuo potentiaali paljon kunhan kuten viittaat stemmaa varsinainen hoitotyö f2f:aa noin vain korva tietenkään,"@mikkotiihonen @jariparantainen in the story, ""remote reception"" is mentioned as an alternative to telephone transactions, so apparently there were forms etc. that the patient himself uses

there would be a lot of potential in that, as long as, as you suggest, it matches with the actual nursing work

of course, there's no substitute for f2f",-0.296,neutraali
2023-03-31,rahatonmies,A3,Julkiselle puolelle ei saanut lapselle kunnolla lääkäriaikaa. Jonkinlainen etävastaanotto oli josta ei ollut käytännössä mitään hyötyä. Mehiläiseen sai heti seuraavaksi päiväksi erikoislääkärille ajan. 1/2,julkinen puoli saada lapsi kunnolla lääkäriaika jonkinlainen etävastaanotto käytäntö hyöty mehiläiseen saada heti seuraavaksi päivä erikoislääkäri aika,the public couldn't get a proper doctor's appointment for the child. there was some kind of remote reception which was practically of no use. mehiläinen got an appointment with a specialist the very next day. 1/2,-0.296,neutraali
2023-04-04,Digital_Cure,A3,Yleislääkäri Lajos Molnárin mukaan Dicuren hoitaja-avusteinen etävastaanotto parantaa potilastyytyväisyyttä ↗️ Hänen mukaansa yli 90 % asiakkaista ovat olleet tyytyväisiä Dicuren hoitaja-avusteiseen etävastaanottoon. Lue lisää: https://t.co/VydP4DwoWK #dicure #potilastyytyväisyys https://t.co/dVWpzX2RxH,yleislääkäri lajos molnár dicure hoitaja-avusteinen etävastaanotto parantaa potilastyytyväisyy ↗ ️ yli asiakas tyytyväinen dicure hoitaja-avusteiseen etävastaanotto lukea lisää _ url _ dicure potilastyytyväisyys _ url _,"according to general practitioner lajos molnár, dicure's nurse-assisted remote reception improves patient satisfaction ↗️ according to him, more than 90% of customers have been satisfied with dicure's nurse-assisted remote reception. read more: https://t.co/vydp4dwowk #dicure #potilatyytyväisys https://t.co/dvwpzx2rxh",0.8176,positiivinen
2023-04-08,StubbeStubbe,A3,@jutripeola @AAuribus @SebastianTyne Joo. Nyt muistankin. Minulla on etävastaanotto jos haluat varata aikaa. Kiitos kysymästä. Minulla on hieno mies. Ota oppia muruseni.,@jutripeola @aauribus @sebastiantyne nyt muistankin etävastaanotto haluta varata aika kiitos kysymä hieno mies ottaa oppi muruseni,@jutripeola @aauribus @sebastiantyne yeah. now i remember. i have a remote reception if you want to make an appointment. thanks for asking. i have a great man. take a lesson my crumb.,0.8591,positiivinen
2022-06-17,JPKivisto,A3,"@Hapvii @jmkorhonen Kunnissa jotka yksityistivät palvelut otettiin käyttöön etävastaanotto ja jonot purettiin muutamassa kuukaudessa.

Julkinen tätä ei tuskin osaa tehdä.",@hapvii @jmkorhonen kunnissa yksityistiä palvelu ottaa käyttö etävastaanotto jono pureta kuukausi julkinen tuskin osata tehdä,"@hapvii @jmkorhonen in municipalities that privatized services, remote reception was introduced and the queues were cleared in a few months.

the public hardly knows how to do this.",0.1027,neutraali
2023-03-21,MaiKaaPit,A3,"@alasaarela Pelätään, että menetetään meidän eläkeläisten äänet. Etävastaanotto on tulevaisuutta, sitä tarvitaan perusterveyden huollon tueksi.",@alasaarela pelätään menetetään eläkeläinen ääni etävastaanotto tulevaisuus tarvita perusterveyden huolto tueksi,"@alasaarela we are afraid that we will lose the votes of our pensioners. remote reception is the future, it is needed to support basic health care.",0.4939,positiivinen
2022-06-14,Movendos,A3,Kehitämme Movendos Health Platform -portaalia jatkuvasti eteenpäin asiakkaidemme kanssa. Tulevana syksynä käyttöön saadaan esimerkiksi kokonaan uudistettu etävastaanotto sekä työterveyden automatisoituja palveluprosesseja. #HIMSS22Europe #digitalisation https://t.co/GRCnRXVc8O,kehitämme movendos health platform portaali jatkuvasti eteenpäin asiakkaide tulevana syksy käyttö saada esimerkiksi kokonaan uudistettu etävastaanotto työterveyden automatisoituja palveluprosessi himss22europe digitalisatio _ url _,"we are constantly developing the movendos health platform portal forward with our customers. in the coming autumn, for example, a completely renewed remote reception and automated service processes for occupational health will be put into use. #himss22europe #digitalisation https://t.co/grcnrxvc8o",0.0,neutraali
2021-12-01,RanneVille,A3,"Ehkä yksi parhaita asioita netissä on työterveyslääkärin etävastaanotto.

Meni kokonaiset 45 sekuntia että sain reseptin uusittua.",ehkä hyvä asia netti työterveyslääkäri etävastaanotto meni kokonainen sekunti saada resepti uusittu,"perhaps one of the best things on the internet is the remote reception of an occupational health doctor.

it took a whole 45 seconds to renew the prescription.",0.6369,positiivinen
2021-08-13,Aive04667973,A3,@amb46b Näin on ja etävastaanotto!,@amb46b näin etävastaanotto,@amb46b that's right and remote reception!,0.0,neutraali
2021-12-08,dogetalist,A3,Täsmä Työterveys Oy etävastaanotto alkaa hyvien oivallusten toivossa. #markkinoinninviikko,täsmä työterveys oy etävastaanotto alkaa hyvä oivallus toivo markkinoinninviikko,täsmä työterveys oy remote reception starts in the hope of good insights. #marketingweek,0.7003,positiivinen
2021-12-12,juhamuinonen,A3,@hannuv2 Uudelle tasolle! Tänään oli lähipiirissä tarve hoitoon. Kannatti soittaa Jorviin. Maisa oli helppo asentaa ja sitten lääkärin etävastaanotto asian hoitamiseksi. Kaikki kotoa ja parissa tunnissa etävastaanottoon saakka. Ennen olisi tarkoittanut ihan muuta vaikeaa ja/tai kallista.,@hannuv2 uudelle taso tänään lähipiiri tarve hoito kannatti soittaa jorvi maisa helppo asentaa sitten lääkäri etävastaanotto asia hoitamise koto tunti etävastaanotto ennen tarkoittaa ihan vaikea kallis,"@hannuv2 to a new level! today there was a need for treatment in the immediate family. it was worth calling jorvi. it was easy to install maisa and then the doctor's remote reception to take care of the matter. everything from home and in a couple of hours to the remote reception. before, it would have meant something completely different, difficult and/or expensive.",0.6822,positiivinen
2021-12-14,AstaWallenius,A3,"""Kansalaisille on tarjolla yhä enemmän erilaisia sähköisiä palveluja (myös julkisella puolella).. Erityisesti etävastaanotto, potilaan mahdollisuudet lähettää omia mittaustuloksiaan &amp; muita tietojaan terveydenhuollon toimijoille ovat lisääntyneet v.2017 kartoitukseen verrattuna.""",kansalaisille tarjolla yhä enemmän erilainen sähköinen palvelu myös julkinen puoli erityisesti etävastaanotto potilas mahdollisuus lähettää oma mittaustuloksiaan amp tietoja terveydenhuolto toimijoi lisääntyä v.2017 kartoitus verrata,"""citizens are offered more and more different electronic services (also on the public side).. in particular, remote reception, the patient's opportunities to send their own measurement results & other information to healthcare providers have increased compared to the 2017 survey.""",0.5719,positiivinen
2021-12-17,kuvajakollner,A3,"Nyt tarvitaan joukkoälyä. Missä Suomen kunnassa olisi käytössä digitaalisia sote- palveluja, jotka toimivat hyvin? Esim. Lääkärin etävastaanotto, kotihoidossa kameralla kuvat haavoista tms.mielenterveystapaamiset? Neuvolat? #sotedigi #etä #virtuaali",nyt tarvita joukkoäly suomi kunta käyttö digitaalinen sote palvelu toimia hyvin esim lääkär etävastaanotto kotihoidossa kameralla kuvat haavoinen tms.mielenterveystapaaminen neuvolat sotedigi etä virtuaali,"now we need crowd intelligence. which finnish municipality would have digital social security services that work well? e.g. doctor's remote appointment, in home care with camera pictures of wounds, etc. mental health appointments? are you consulting? #sotedigi #remote #virtual",0.8844,positiivinen
2021-12-18,Suvirvainio,A3,"@Terveystalo Ja paskat! Ystävällä oli eilen illalla etävastaanotto, ja kuulin vierestä miten törkeästi huonosti suomea puhuva lääkäri syyllisti sairasta ihmistä, jonka taustaa ei tunne. Onko lääkäreistä todella näin kova pula!!! #terveystalo #potilasoikeudet #sairas",@terveystalo ystävällä eilen ilta etävastaanotto kuulla vierestä miten törkeästi huonosti suomi puhua lääkäri syyllisti sairasta ihminen tausta tuntea lääkäreinen todella näin kova pula terveystalo potilasoikeusi sairas,"@terveystalo and shit! a friend had a remote appointment last night, and i heard from the side how the doctor who speaks finnish badly blamed a sick person whose background is unknown. is there really such a shortage of doctors!!! #terveysthalo #patientrights #sick",-0.9489,negatiivinen
2021-12-22,hammaslseura,A3,"Yksivuotiaiden #etävastaanotto'a on testattu Kymsoten suun terveydenhuollossa keväästä alkaen. Vanhemmat ovat pääosin tyytyväisiä, kertoo @mediuutiset. #suunterveys",yksivuotiaiden etävastaanotto'a testata kymsote suu terveydenhuollo kevät vanhemmat pääosin tyytyväinen kertoa @mediuutiset . suunterveys,"#remote reception for one-year-olds has been tested in kymsote's oral health care since spring. the parents are mostly satisfied, says @mediuutiset. #oralhealth",0.7184,positiivinen
2021-12-26,the_jouni,A3,"Miettikääpä jos HUSissa olisi nettivaraus ja etävastaanotto. 

Taas on julkinen säästänyt asiakasrajapinnasta ja tässä tulos.  https://t.co/H3bMcfg0JH",miettikääpä husi nettivaraus etävastaanotto taas julkinen säästää asiakasrajapinnas tulos _ url _,"just think if hus had online booking and remote reception.

again, the public has saved on the customer interface and here is the result. https://t.co/h3bmcfg0jh",0.4215,positiivinen
2021-12-26,Snellu1,A3,"Maksutonta keskusteluapua vain yhden klikkauksen päässä, itselle sopivassa ajassa - Etävastaanotto kaikille helsinkiläisille 

https://t.co/k4UZy75C9C  

#kirkkohelsingissä #varustamolivsrum #etävastaanotto https://t.co/MflbWQKXOO",maksutonta keskusteluapu vain klikkauknen itse sopivassa aika etävastaanotto helsinkiläinen _ url _ kirkkohelsingi etävastaanotto _ url _,"free conversation help just one click away, at a time that suits you - remote reception for all helsinki residents

https://t.co/k4uzy75c9c

#kirkkohelsingissä #varustamolivsrum #remote reception https://t.co/mflbwqkxoo",0.7184,positiivinen
2021-12-27,paularinkeli,A3,69. Mul oli yks päivä etävastaanotto lääkärille kello 12.30 ja heräsin tasan kello 12.30 mut koska lääkärillä veny edellinen tapaaminen ni se ei saanu koskaan tietää et nukuin pommiin (paitsi jos se nyt stalkkaa mun Twitteriä),69. päivä etävastaanotto lääkäri kello herätä tasan kello lääkärillä veny edellinen tapaaminen niin saada koskaan tietää nukuin pommi paitsi nyt stalkata twitterä,"69. one day i had a remote appointment with the doctor at 12:30 and i woke up exactly at 12:30, but because the previous appointment with the doctor took so long, it never found out that i slept well (unless it is now stalking my twitter)",0.3919,neutraali
2021-12-27,Annu_Nakki,A3,"@hobfit1 @pohjoisesta @lasleh @pulkkamm @RiikkaSavolain2 @noopotee @HUS_fi Voiko sairauden todentamiseen käyttää pikatestauksen kotivideointia ja videon lähettämistä todennettavaksi?

Pikatesti(-):lle koronaa mahd. sairastaville (=altistus+oireet) etävastaanotto, jossa oirekartoitus, riskiarvio ja dg?

@jyri'llä osaamista videotodentamiseen?",@hobfit1 @pohjoisesta @lasleh @pulkkamm @riikkasavolain2 @noopotee @hus_fi sairaus todentaminen käyttää pikatestauknen kotivideointi video lähettämi todennettavaksi pikatesti(-):lle korona mahd sairastaville altistus+oireet etävastaanotto oirekartoitus riskiarvio dg @jyri'llä osaaminen videotodentamiseen,"@hobfit1 @pohjoisesta @lasleh @pulkkamm @riikkasavolain2 @noopotee @hus_fi can you use home video of rapid testing and sending the video for verification to verify the disease?

for the rapid test(-) for those who may have corona (=exposure+symptoms), a remote reception with symptom mapping, risk assessment and dg?

does @jyri have expertise in video authentication?",-0.3899,neutraali
2021-12-28,jajaaske,A3,"@AkiraRopo Etävastaanotto ei liioin sovi uran alkuvaiheessa toimivalle lääkärille, se vaatii paljon kokemusta. Ja jos puhelimessa on hoitaja joka kysyy lääkäriltä, on myös rikkonaisen puhelimen mahdollisuus.",etävastaanotto liioin sovi ura alkuvaihe lääkäri vaatia paljon kokemus puhelin hoitaja kysyä lääkäri myös rikkonainen puhelin mahdollisuus,"@akiraropo remote reception is not very suitable for a doctor working at the beginning of his career, it requires a lot of experience. and if there is a nurse on the phone asking the doctor, there is also the possibility of a broken phone.",-0.4767,negatiivinen
2021-11-27,Tyofyssari,A3,@hilkkao Meillä riittää käviöitä. Yksi etävastaanotto tällä viikolla.,@hilkkao riittää käviö etävastaanotto viikko,@hilkkao we have enough visitors. one remote appointment this week.,0.0,neutraali
2021-12-28,AarneLeinonen,A3,"Näitä työn organisoinnin ja johtamisen toimenpiteitä pitää levittää ympäri Suomen. Etävastaanotto pääasiallisena, hoito tiiminä, yhden luukun periaate eikä keinotekoisia jonoja. Täytyy vain haluta tehostaa julkista palvelutuotantoakin.
https://t.co/DOmOA7mUdK",työ organisointi johtaminen toimenpide levittää suomi etävastaanotto pääasiallinen hoito tiimi luukku periaate keinotekoinen jona vain haluta tehostaa julkinen palvelutuotantoakin _ url _,"these work organization and management measures must be spread throughout finland. remote reception as the main thing, care as a team, one-stop principle and no artificial queues. you just have to want to improve public service production as well.
https://t.co/domoa7mudk",0.743,positiivinen
2021-12-29,KennethMorelius,A3,Hoitojonojen etävastaanotto ja ajoittainen sakkaaminen ⁦@KU_Sote⁩ alueella purkautuu ⁦@KUpelastus⁩ ensihoitopalveluiden lisääntymisenä. Sama ilmiö on havaittavissa ikääntyneiden hoivapalveluiden hoitajavajeessa. #ensihoito #aluevaalit  https://t.co/cop4wp8hSU,hoitojonojen etävastaanotto ajoittainen sakkaaminen alue purkautua ⁦@kupelastus⁩ ensihoitopalveluis lisääntyminen ilmiö havaita ikääntyneis hoivapalvelu hoitajavajee ensihoito aluevaali _ url _,the remote reception of treatment queues and occasional congestion in the @ku_sote area is resolved by the increase of @kupelastus emergency care services. the same phenomenon can be observed in the nursing shortage in care services for the elderly. #ensihoito #regional elections https://t.co/cop4wp8hsu,0.7003,positiivinen
2022-01-02,kaarnanen,A3,Koronapotilas ei saa lääkärille aikaa. Kärsinyt 3 viikkoa oireista ja epäily bakteeritulehduksesta. Oli etävastaanotto. Sanottu et voidaan antibiootti kirjoittaa ilman tutkimuksia.. hmm.. ihminen hoitoalalla töissä eikä toivu ollenkaan.,koronapotilas saada lääkäri aika kärsinyt viikko oireis epäily bakteeritulehdukses olla etävastaanotto sanottu antibiootti kirjoittaa tutkimus hmm ihminen hoitoalka työ toivu ollenkaan,a corona patient cannot see a doctor. suffered from symptoms for 3 weeks and suspected bacterial infection. there was a remote reception. it has been said that you can't prescribe an antibiotic without tests.. hmm.. a person works in the nursing field and doesn't recover at all.,0.1847,neutraali
2022-01-04,KaarinaKaakku,A3,"@liandersson Toivottavasti osataan viisaasti yhdistää julkisen ja yksityisen sektorin vahvuudet. Toimivat digipalvelut, etävastaanotto. Rahoituksen järjestäminen on iso kysymys jos ei haluta lisää veroja.",@liandersson toivottavasti osata viisaasti yhdistää julkinen yksityinen sektori vahvuus toimivat digipalvelu etävastaanotto rahoitus järjestäminen iso kysymys haluta lisää vero,"@liandersson i hope we can wisely combine the strengths of the public and private sectors. functional digital services, remote reception. organizing financing is a big issue if you don't want more taxes.",0.8008,positiivinen
2022-01-04,VLivsrum,A3,"Mitä mietit elämästä tänään? Joskus on vaan niin hyvä jakaa ja selvitellä asioita toisen kanssa. Varustamoiden etävästaanotto on käytettävissäsi. 
Varaa aika työntekijälle. 

https://t.co/JZc2FgMf1u 

#kirkkohelsingissä #etävastaanotto https://t.co/JQjm5qJA6l",mieti elämä tänään joskus vaan niin hyvä jakaa selvitellä asia toinen varustamoiden etävästaanotto käytettävissäsi vara aika työntekijä _ url _ kirkkohelsingi etävastaanotto _ url _,"what do you think about life today? sometimes it's just so good to share and figure things out with someone else. shipping companies' remote reception is at your disposal.
book an appointment for an employee.

https://t.co/jzc2fgmf1u

#kirkkohelsingissä #remote reception https://t.co/jqjm5qja6l",0.7355,positiivinen
2022-01-04,SandellTanja,A3,HUS Peijaksen ja Jorvin päivystyksen uudet etävastaanotot noteerattu. Ja mainittu vaalikeskustelussa. #HUS #digihanke2021 #etävastaanotto #aluevaalit,hus peijas jorvi päivystyknen uusi etävastaanoto noteerata mainita vaalikeskustelussa hus digihanke2021 etävastaanotto aluevaali,the new remote receptions of hus peijas and jorvi emergency rooms are quoted. and mentioned in the election debate. #hus #digihanke2021 #remote reception #regional elections,-0.3818,neutraali
2022-01-04,HerraAhmed,A3,@AnttiLindtman Jorvi ja Peijaksen päivystykset ovat ruuhkautuneet pahasti. Lisäksi kaikki jatkohoitopaikat ovat tukossa. Etävastaanotto ei tätä pelasta. #aluevaalistartti @YleAstudio,@anttilindtman jorvi peijaknen päivystys ruuhkautua pahasti lisäksi jatkohoitopaikka tukossa etävastaanotto pelasta aluevaalistartti @yleastudio,"@anttilindtman jorvi and peijas' emergency rooms are badly congested. in addition, all further treatment places are blocked. remote reception does not save this. #aluevaalistartti @yleastudio",-0.8565,negatiivinen
